,COT
20907,13.382
594,14.307
63172,0.0
180144,15.876
186153,6.339
154249,17.744
28735,12.711
87173,0.0
118837,49.219
25176,48.617
198602,19.023
27162,6.142
38474,9.06
132277,8.123
186256,48.607
88100,0.0
102510,17.423
60926,0.0
178224,48.621
162235,38.993
119697,23.165
2509,5.877
65566,0.0
171406,40.528
168930,12.736
10037,5.648
176520,49.698
120289,1.642
65440,0.0
191720,27.454
85068,0.0
33346,49.842
111138,7.66
27069,14.703
123495,19.151
146280,29.574
177965,4.416
101520,0.191
167591,19.134
174036,24.395
145537,11.602
188354,20.558
55351,0.0
124762,8.469
69243,0.0
135963,12.991
14810,49.35
174359,29.134
57176,0.0
34027,6.808
114352,4.347
54734,0.0
102454,17.166
171357,48.483
179710,41.407
166087,9.623
62131,0.0
37312,0.483
5284,43.838
64562,0.0
193569,35.557
155181,29.861
87800,0.0
24812,19.146
32681,42.629
31325,21.199
144280,12.645
146151,19.119
2595,20.922
119611,48.816
150077,29.647
30896,24.818
6779,25.399
82613,0.0
13302,12.267
166717,20.612
96659,0.0
24345,5.167
138215,28.405
168487,16.134
34001,29.225
55892,0.0
69069,0.0
32315,6.562
1657,4.153
89230,0.0
40017,32.349
29876,9.408
14060,8.192
33655,20.558
18871,11.42
95435,0.0
93382,0.0
24666,8.025
46008,5.967
8952,11.98
125700,27.513
132100,34.587
159349,17.195
52458,0.0
122045,12.96
140747,34.653
119197,20.143
30190,7.333
65170,0.0
35997,12.048
9783,6.975
116036,5.149
76080,0.0
20002,10.177
43256,49.678
116963,5.23
149940,9.409
174509,16.577
60187,0.0
113481,33.191
159766,10.0
168702,41.757
58803,0.0
89445,0.0
36979,40.052
24503,1.22
144205,0.0
36470,19.465
40519,25.945
148838,17.419
18779,49.994
6689,8.82
134457,41.277
94570,0.0
116899,14.374
49272,16.04
16310,27.47
130154,7.181
63461,0.0
82928,0.0
32696,14.643
65711,0.0
154877,32.351
26802,8.865
95838,0.0
22768,31.342
69549,0.0
166439,23.287
45274,0.673
51033,0.0
179010,15.761
63571,0.0
16055,0.253
23483,27.14
71219,0.0
49731,25.403
113754,40.382
33989,0.357
105438,6.596
45863,5.341
77530,0.0
92555,0.0
97878,0.0
51131,0.0
179335,7.465
171228,49.195
109606,4.157
31830,49.946
198325,40.188
163125,44.452
138851,19.999
144164,1.576
114844,34.094
167080,49.501
193874,29.985
31028,0.238
134493,1.619
118278,28.023
11586,0.067
111004,22.023
161848,34.953
158077,49.762
34059,8.125
141104,49.542
75981,0.0
3602,48.333
113212,1.841
14417,3.214
186670,28.305
178981,17.491
183496,40.494
24840,0.529
21776,19.491
150256,41.314
182013,14.708
47357,7.719
189456,11.27
124365,39.582
66892,0.0
38542,49.359
150721,15.141
78487,0.0
194241,49.852
70491,0.0
158267,49.514
84241,0.0
127536,2.398
96118,0.0
118208,8.388
76469,0.0
198083,49.49
196217,14.767
150312,31.165
109044,2.628
97754,0.0
23283,2.293
173218,49.271
168741,6.877
120244,22.432
2162,0.053
66300,0.0
195294,19.608
83031,0.0
28189,49.993
190503,23.437
17465,4.653
25883,23.662
38132,0.52
18052,33.41
89975,0.0
5011,10.105
123001,26.012
124641,28.891
62638,0.0
112935,17.389
110467,33.073
171934,49.899
26044,0.341
95531,0.0
82813,0.0
41734,49.731
74090,0.0
48642,38.783
161416,29.055
44139,4.783
65770,0.0
110142,29.775
112296,4.37
82507,0.0
136298,21.024
104822,19.492
52193,0.0
11275,2.366
158333,19.594
84000,0.0
171333,25.059
135073,10.293
9917,7.583
169358,9.625
144236,4.198
110373,5.281
150495,29.778
124612,5.241
71683,0.0
152822,13.366
139230,36.422
139210,15.804
186940,27.336
5480,11.218
154892,21.068
37054,2.085
30075,20.999
119448,35.295
195291,48.342
198679,5.752
28393,6.077
87185,0.0
115740,3.043
44888,2.546
69525,0.0
150582,18.74
190257,37.323
45177,25.721
79700,0.0
27753,9.881
23511,10.825
14574,3.166
39632,6.034
196620,11.563
187839,49.383
183241,47.076
104185,19.282
145901,8.684
120831,25.278
8182,3.808
127821,0.322
77108,0.0
145549,3.566
118065,12.762
37232,0.588
116399,42.921
175165,49.268
70348,0.0
9450,9.478
195313,23.479
52451,0.0
99100,0.0
143622,13.468
56510,0.0
22424,17.044
26750,0.22
70356,0.0
34326,10.138
130741,17.525
174735,49.643
32173,26.72
121183,44.878
130590,15.558
186307,43.317
189422,46.077
75729,0.0
85572,0.0
105970,41.037
155738,11.575
182689,43.285
91822,0.0
188588,20.124
169908,26.814
97799,0.0
198722,26.279
7991,2.69
148705,10.158
94193,0.0
88951,0.0
105282,32.152
121707,5.369
46966,12.892
121265,23.325
35894,19.011
154861,48.791
38827,49.111
175512,12.813
107727,0.711
166357,22.329
147790,0.41
87489,0.0
158135,11.799
159642,48.42
97036,0.0
157297,44.642
125516,1.627
97086,0.0
13006,49.973
67976,0.0
145103,31.906
60539,0.0
63377,0.0
25915,18.629
4602,0.496
119811,25.471
190116,1.227
147157,48.941
97419,0.0
116090,4.75
109880,18.243
159470,49.849
46137,2.31
72209,0.0
71407,0.0
145685,6.52
68643,0.0
125956,3.487
117113,6.625
122216,49.936
78951,0.0
55131,0.0
164557,12.95
160096,10.564
50251,0.0
29500,23.347
51520,0.0
68253,0.0
17258,12.141
22142,19.188
49794,7.837
132792,30.678
93271,0.0
18036,26.823
173486,18.006
179236,32.609
67533,0.0
123656,2.307
12515,2.89
48773,18.824
134946,1.32
89819,0.0
172261,5.791
173388,24.351
120060,48.945
128058,5.889
35192,17.957
182189,8.91
73039,0.0
51135,0.0
70644,0.0
34741,0.068
68271,0.0
60169,0.0
51787,0.0
148219,0.123
85600,0.0
139836,18.637
18723,4.963
130268,2.55
46559,42.814
21747,2.216
116537,20.865
17254,5.791
166756,49.95
68677,0.0
93848,0.0
118627,1.693
46,11.155
147403,49.542
7828,15.546
81152,0.0
37456,10.252
57117,0.0
105169,6.796
115333,18.783
86126,0.0
172769,30.314
32203,48.827
13181,7.176
67710,0.0
62987,0.0
43590,6.533
109398,9.49
414,2.215
132453,10.081
63948,0.0
196035,29.681
29113,7.226
489,42.392
7815,3.745
56016,0.0
1731,15.14
133979,6.976
141722,15.282
121874,17.159
97969,0.0
169508,28.424
27422,4.749
161142,37.723
174147,29.089
44478,5.83
109192,3.944
97757,0.0
79763,0.0
24486,37.023
90599,0.0
81225,0.0
99414,0.0
122731,12.123
75750,0.0
58440,0.0
14444,3.792
24782,4.027
133421,12.938
124429,5.293
26501,3.808
46341,7.26
196446,41.893
78720,0.0
148133,0.845
128951,8.481
156227,49.462
42640,9.568
2516,1.643
148827,49.976
11103,8.441
110437,3.233
82463,0.0
46413,13.173
43446,3.577
177865,29.451
184843,49.999
58447,0.0
157535,23.459
75443,0.0
69143,0.0
48429,0.036
117508,21.618
55644,0.0
61071,0.0
85201,0.0
182513,6.701
139366,15.789
138311,6.539
156215,18.215
48735,19.678
69410,0.0
169760,16.896
45744,35.698
740,0.775
195023,13.591
145543,46.886
72225,0.0
17277,48.897
61230,0.0
31221,24.248
64264,0.0
174012,24.114
79216,0.0
96619,0.0
84570,0.0
191783,25.209
66220,0.0
163095,49.311
16992,48.973
5831,48.442
175696,8.73
174960,30.859
12159,27.198
22893,0.543
25358,29.054
46315,10.161
82684,0.0
5845,3.155
12705,10.497
57445,0.0
127291,10.814
177955,41.806
86111,0.0
22922,24.525
147239,49.97
107509,0.015
20094,5.964
118477,21.295
33663,10.436
147741,0.698
192407,14.251
170569,12.858
93503,0.0
162370,10.693
159258,35.031
80052,0.0
151380,22.128
140137,19.349
121361,25.702
24188,5.195
68138,0.0
1073,14.066
134035,20.343
20046,15.907
144165,11.297
42306,0.061
183495,22.915
90903,0.0
52652,0.0
118857,14.721
20588,41.748
28704,16.681
190388,49.886
5556,28.524
179795,36.024
45422,14.159
90816,0.0
27277,11.483
164166,40.671
35804,14.653
163278,41.691
192090,8.304
186679,31.694
116984,8.452
29746,8.864
127612,4.569
79242,0.0
42136,7.78
5460,1.595
109100,48.821
67486,0.0
110764,19.344
191083,45.755
14017,2.244
37510,46.059
126782,49.763
176578,48.347
168336,37.597
42376,48.459
20556,19.078
176794,48.759
58724,0.0
136627,8.444
45391,10.491
102433,1.607
79394,0.0
183035,30.587
196760,9.108
12126,8.037
112745,10.338
29640,0.867
13504,0.02
160198,0.488
2541,15.791
3001,20.337
24166,7.829
116926,36.75
150095,16.613
18046,32.676
128856,6.623
76353,0.0
198806,36.488
45760,6.01
32685,19.166
160976,49.185
4327,0.885
37872,8.167
156778,13.231
16378,9.176
148904,27.573
134513,15.31
37429,0.061
136808,5.594
80911,0.0
90624,0.0
170388,29.777
181726,14.933
83396,0.0
164231,8.305
94444,0.0
120641,8.373
53138,0.0
48247,8.516
65308,0.0
165940,22.312
65623,0.0
116576,17.099
64664,0.0
126151,23.238
1971,0.583
136896,11.472
178881,18.284
65788,0.0
90969,0.0
18460,2.739
82153,0.0
178471,22.781
185571,49.867
162190,9.719
161973,49.956
164737,12.63
75685,0.0
31163,7.671
138573,18.026
73526,0.0
150708,40.693
82492,0.0
141236,2.823
130255,1.015
130787,20.825
55869,0.0
121344,8.05
6513,4.492
40301,28.983
66421,0.0
154379,9.673
196918,11.694
41816,3.479
87792,0.0
136823,30.191
61000,0.0
128723,48.42
130805,37.253
152738,7.367
190045,25.047
25696,0.008
193153,45.983
195896,5.261
18920,17.047
26955,9.074
76526,0.0
122092,11.26
144047,1.885
169845,9.07
109747,4.645
18172,0.104
142459,0.278
71560,0.0
52156,0.0
53360,0.0
71967,0.0
196138,29.192
110136,17.671
173476,49.909
2971,4.082
133366,4.728
172682,48.332
58998,0.0
64959,0.0
13776,10.366
28464,9.009
90232,0.0
106877,16.282
176558,36.906
2598,6.276
96168,0.0
78311,0.0
68210,0.0
175382,0.706
100858,33.981
31010,4.447
161056,49.887
67898,0.0
162483,37.488
142060,8.881
167465,25.908
156802,9.172
65497,0.0
198907,3.563
190292,6.719
145910,14.48
14163,10.519
42791,1.952
104778,18.657
147019,15.374
18053,11.478
166846,49.98
149995,6.957
153723,32.36
175030,41.531
155970,39.828
49707,0.037
148419,14.392
180490,16.177
105745,15.916
111017,26.916
50409,0.0
190624,45.144
60751,0.0
82873,0.0
12250,0.18
52632,0.0
161298,16.169
160529,6.881
174764,35.844
34762,49.296
113538,29.651
163669,11.029
22831,20.045
185557,27.395
30415,31.809
83689,0.0
2257,8.514
70713,0.0
26011,6.922
97447,0.0
104037,26.036
36720,30.413
94899,0.0
114349,28.211
61740,0.0
56287,0.0
39676,11.725
1373,49.673
173300,1.43
87723,0.0
8971,10.636
25988,10.348
107336,10.919
3258,42.152
191696,16.324
194536,48.375
29006,45.926
151364,13.719
154150,23.081
76991,0.0
106145,14.783
51772,0.0
80723,0.0
66807,0.0
139272,19.821
142071,49.999
55885,0.0
158343,38.566
99695,0.0
160759,37.145
27343,15.711
111962,33.379
64741,0.0
24308,0.118
126117,7.488
115335,21.097
103430,10.735
54668,0.0
123695,6.946
19012,14.066
183929,47.713
37628,5.394
32357,14.636
146380,10.423
127091,10.468
54341,0.0
158258,27.137
40587,15.609
2875,49.764
131262,2.344
25283,23.55
20089,43.785
39893,7.063
187967,49.228
23574,18.393
12345,20.72
52573,0.0
29759,7.655
14791,49.941
152001,6.737
72165,0.0
156463,39.542
18351,8.896
75141,0.0
107198,3.577
84733,0.0
27966,27.385
107015,33.861
105426,2.566
114768,49.804
76008,0.0
81731,0.0
182098,49.989
116531,13.811
30855,24.306
39822,11.218
182991,30.611
191906,48.691
17745,2.149
171178,5.805
62632,0.0
64826,0.0
179509,12.823
125082,12.559
77070,0.0
197992,28.093
5274,3.152
125359,38.419
94880,0.0
103716,0.214
18490,3.649
111794,34.157
180492,5.008
170662,12.027
41727,2.251
99788,0.0
137821,28.854
153436,15.799
129702,12.8
48454,10.472
124309,8.359
166626,3.937
95928,0.0
93479,0.0
199892,46.969
1356,4.877
157377,11.49
80853,0.0
108585,17.13
97863,0.0
29155,25.584
190599,15.377
188138,13.729
83307,0.0
143920,21.057
183342,41.059
179526,25.235
168972,49.85
91454,0.0
199348,14.436
84932,0.0
13108,6.576
96009,0.0
4635,0.912
36630,9.842
89286,0.0
74264,0.0
39220,6.231
119447,28.243
54327,0.0
182052,49.651
31913,15.448
144149,2.512
80928,0.0
64482,0.0
194176,19.938
131718,0.157
12785,5.531
142879,1.83
19702,4.544
54304,0.0
155104,45.405
196244,34.575
169065,40.531
189986,46.813
182531,4.621
95007,0.0
103632,4.275
88,3.1
21202,37.683
60536,0.0
170183,39.318
129709,10.79
167485,26.42
190825,41.205
133144,23.11
155057,49.858
174010,9.237
183319,38.927
114496,49.983
184799,40.263
118205,6.318
74949,0.0
198454,25.876
144337,11.371
7138,18.243
48935,10.314
179468,49.958
127692,31.965
139535,6.662
190790,49.843
173787,21.234
86051,0.0
150987,8.0
193193,11.194
107009,3.723
9507,31.795
85867,0.0
92129,0.0
67196,0.0
76619,0.0
16180,20.207
196047,48.437
97721,0.0
179302,3.19
46811,25.415
135215,28.47
12218,37.907
91577,0.0
11298,19.971
41627,9.377
162163,8.494
35887,24.701
57661,0.0
75330,0.0
93116,0.0
39471,3.534
28914,1.243
145748,4.158
133864,3.868
175250,11.74
113118,1.675
1719,28.427
181897,47.892
35874,5.934
84105,0.0
87478,0.0
179776,12.367
13326,3.509
134559,16.202
43074,38.363
31544,25.664
26427,19.558
141580,30.326
70285,0.0
78905,0.0
90823,0.0
97632,0.0
96912,0.0
174085,4.985
85080,0.0
139114,18.023
32769,5.104
96410,0.0
94135,0.0
121590,49.17
145927,4.352
99459,0.0
166294,10.549
148998,17.086
36960,1.98
154985,27.304
172293,36.729
51471,0.0
44059,22.692
193771,37.663
182545,13.155
78246,0.0
168508,33.786
26887,7.394
179378,9.466
99198,0.0
86389,0.0
178502,29.301
95232,0.0
88988,0.0
44035,38.991
192091,17.445
190089,6.659
198346,27.997
119367,18.293
96464,0.0
92947,0.0
53022,0.0
90237,0.0
96297,0.0
121423,18.309
150403,15.922
93948,0.0
20835,25.85
16861,20.499
95215,0.0
79479,0.0
36390,9.643
112525,49.95
80179,0.0
109112,0.208
4924,0.681
69968,0.0
3583,7.974
149449,23.216
76947,0.0
62397,0.0
14651,16.705
3727,6.926
10296,38.262
70351,0.0
199006,48.591
184064,49.54
165720,33.56
47167,0.584
125075,2.157
139389,0.047
112396,30.39
100078,33.355
40590,45.935
3161,7.285
94,31.009
58001,0.0
176234,49.102
60390,0.0
91605,0.0
57304,0.0
195714,8.412
48376,46.293
19154,23.972
189978,4.862
186630,48.572
164139,40.311
189289,29.26
31737,42.65
790,10.672
88228,0.0
122041,4.202
194211,20.985
134117,11.694
15724,25.424
24779,13.244
47824,7.078
101225,28.828
23332,48.533
176608,32.374
84116,0.0
46439,29.458
187116,27.581
15488,0.474
139466,14.272
99823,0.0
15851,7.579
183890,4.846
63183,0.0
74539,0.0
51238,0.0
54509,0.0
125640,6.896
72138,0.0
192538,35.304
97589,0.0
51241,0.0
66418,0.0
32027,7.115
196787,16.675
135647,33.722
87408,0.0
86672,0.0
122260,48.721
82043,0.0
93777,0.0
174493,11.881
28916,27.902
98598,0.0
189297,24.493
59566,0.0
145248,0.014
49997,49.435
47194,6.74
6159,18.128
63712,0.0
6252,6.611
132386,36.736
197781,4.882
67703,0.0
30568,5.194
157660,49.511
68292,0.0
27626,49.741
190135,7.837
157156,2.752
157018,8.861
104612,9.235
156848,12.774
9576,26.894
51046,0.0
145979,21.751
124739,14.139
62686,0.0
180705,49.903
37418,3.141
148348,11.915
52459,0.0
177725,13.143
153050,17.674
185235,13.489
128350,49.377
185266,1.094
175600,13.195
118589,30.839
179116,3.579
176297,48.458
185003,19.556
121218,49.908
8708,0.01
178277,28.881
93330,0.0
64766,0.0
153207,36.227
92999,0.0
53431,0.0
143781,3.078
149533,22.835
4672,21.574
170698,10.825
168131,24.406
42811,12.607
67257,0.0
125131,4.531
5576,3.665
24179,2.154
123396,1.613
130699,36.128
94844,0.0
174382,48.318
39853,5.583
172842,22.381
150960,49.751
153168,13.969
90950,0.0
36566,12.229
61790,0.0
142528,14.905
18826,10.357
54681,0.0
111936,3.094
18686,0.391
140044,1.314
8458,30.386
96709,0.0
47231,2.242
93205,0.0
28846,1.269
168785,11.148
125432,9.492
133336,32.526
108777,19.422
144743,10.025
175942,32.02
159911,19.118
86234,0.0
62967,0.0
174422,5.523
15339,12.028
177510,7.958
148504,40.449
7589,10.306
132760,35.943
65594,0.0
190553,49.852
165687,8.542
42297,4.561
43374,7.953
165690,8.287
8239,18.358
84462,0.0
107602,21.092
71066,0.0
114888,11.68
88238,0.0
83479,0.0
60563,0.0
16311,14.497
142511,3.972
43215,7.489
38107,5.606
82132,0.0
36753,17.962
38948,9.295
19022,12.115
183921,26.207
39184,10.707
119735,49.225
117870,33.467
121070,18.515
5630,5.197
154247,49.293
140767,2.518
185482,21.278
184900,39.305
165406,39.366
8979,9.748
144275,0.947
53854,0.0
103857,19.276
52812,0.0
163851,49.965
26114,4.447
164102,5.028
111508,26.906
83628,0.0
59834,0.0
106576,16.297
13657,4.819
53054,0.0
87896,0.0
23826,25.93
175453,36.531
52448,0.0
195893,5.076
12603,44.514
115405,11.342
118579,2.404
181024,41.609
98615,0.0
116388,2.096
189043,33.789
89586,0.0
7320,11.858
106981,7.501
24386,6.409
79382,0.0
96386,0.0
27492,8.674
96715,0.0
43754,41.504
89687,0.0
55475,0.0
8033,15.759
179399,19.692
94320,0.0
115362,24.38
68805,0.0
131287,41.935
77173,0.0
14672,33.218
5448,9.206
187544,24.644
79609,0.0
145530,1.986
77887,0.0
83735,0.0
144015,1.688
24639,27.922
183201,8.003
128939,4.953
52468,0.0
18834,26.658
97492,0.0
195522,33.43
57890,0.0
174748,10.387
81542,0.0
3664,4.872
139577,1.766
185886,4.435
150578,12.079
8383,26.544
170658,45.526
197099,49.829
145900,0.855
125784,5.625
153101,7.898
120216,1.108
90953,0.0
42517,0.741
93109,0.0
157801,9.926
30570,1.579
10234,3.696
98578,0.0
83630,0.0
22214,1.174
77613,0.0
48701,10.455
146142,15.676
39649,49.998
97730,0.0
119831,21.735
128240,33.846
159681,49.99
132509,27.085
128605,4.367
170499,1.791
94484,0.0
40625,23.473
31171,10.195
78497,0.0
132359,28.259
13022,8.961
66577,0.0
98603,0.0
9679,0.927
60797,0.0
171577,42.904
105992,4.507
95474,0.0
110915,10.696
100499,14.385
179313,49.137
57777,0.0
64175,0.0
184132,0.233
102411,6.661
106169,3.301
53486,0.0
64044,0.0
151337,28.232
164624,14.231
85820,0.0
52259,0.0
180435,25.834
54421,0.0
106205,13.549
182697,41.283
153930,9.528
49223,8.088
186486,49.927
169600,2.757
173467,48.705
80098,0.0
22112,3.981
3502,13.997
42693,6.406
146963,8.237
69805,0.0
56465,0.0
96588,0.0
81984,0.0
141712,0.237
10252,1.243
196384,13.094
97381,0.0
108946,31.093
123676,8.718
183490,14.076
166016,49.986
95395,0.0
47818,8.479
134262,1.057
109109,0.229
80821,0.0
121641,1.565
34688,7.158
184807,10.835
68978,0.0
35048,22.758
20433,4.581
199357,7.958
85074,0.0
143161,18.057
136816,49.963
155919,42.165
99426,0.0
78058,0.0
36223,3.109
189070,5.271
23404,9.368
133956,14.401
67093,0.0
52391,0.0
89088,0.0
103652,5.735
107484,6.843
63333,0.0
183751,9.899
189817,16.625
148278,11.953
163073,20.494
6603,2.142
138434,14.005
190149,49.992
80370,0.0
154176,4.217
94837,0.0
94968,0.0
123221,11.085
177673,18.324
53388,0.0
106522,30.269
170530,45.552
182846,16.248
139440,6.582
118728,0.124
184383,29.146
188861,28.674
167873,29.245
93145,0.0
16777,5.832
184672,21.06
110995,11.611
82641,0.0
150740,11.852
107535,11.053
156994,47.78
41983,2.135
134361,1.497
37181,9.367
40607,48.515
42145,19.23
87415,0.0
42818,8.908
58712,0.0
82770,0.0
186729,48.989
137208,6.546
186649,8.479
119413,18.495
14825,14.829
190858,45.6
108512,11.716
31869,10.978
75593,0.0
46676,48.337
187086,4.961
132881,49.579
10721,15.039
176020,25.988
82029,0.0
87830,0.0
139379,15.102
183322,24.19
159803,46.793
152741,31.754
55762,0.0
189163,49.699
100954,49.764
15489,16.805
171126,20.464
185478,31.798
159643,49.754
9075,11.65
147832,48.805
38394,5.134
183635,40.681
92147,0.0
68804,0.0
46611,6.844
93370,0.0
153568,48.786
116577,4.508
4153,41.264
177069,3.696
190208,11.192
6669,0.73
74391,0.0
185495,44.912
183610,8.696
182112,25.701
20551,1.109
116123,35.141
125946,2.952
85735,0.0
67047,0.0
182389,22.264
93301,0.0
184185,23.314
60277,0.0
46389,0.542
179754,23.138
188765,46.141
93192,0.0
62592,0.0
101915,9.838
38627,2.939
24324,39.382
14454,22.836
115838,1.27
119956,16.961
178775,26.295
199902,35.954
15998,19.786
147416,49.962
154573,30.776
59888,0.0
105427,29.319
111815,5.455
179131,25.917
50447,0.0
7076,15.291
16634,49.854
170931,17.819
175925,29.394
104695,25.835
23055,3.4
86789,0.0
32204,16.087
45821,8.422
25086,44.864
145514,48.554
77060,0.0
62116,0.0
142090,49.099
116421,16.259
121973,4.049
84298,0.0
68009,0.0
114997,32.853
137512,25.847
58519,0.0
176876,6.814
170748,35.721
102983,8.968
48949,15.25
161902,2.911
20013,12.105
31703,21.761
39711,15.32
93544,0.0
184933,35.038
14658,22.754
35529,20.623
162577,48.763
185550,22.455
63600,0.0
99064,0.0
48278,0.714
114690,49.997
54367,0.0
6562,1.397
178230,8.698
56010,0.0
46910,3.357
124124,0.288
33404,23.645
138787,1.859
86318,0.0
98754,0.0
151718,17.422
33720,4.911
140150,6.464
52233,0.0
87725,0.0
139306,1.754
19639,0.882
110620,30.837
114519,22.098
21506,12.141
44324,7.914
173568,13.953
79109,0.0
94939,0.0
126629,21.339
2503,7.784
71921,0.0
2127,11.165
182371,9.46
81054,0.0
54756,0.0
25471,4.121
98758,0.0
133348,25.83
75470,0.0
6880,10.58
101920,39.019
182117,48.797
172358,10.83
143950,31.732
52950,0.0
46482,5.633
179455,47.52
107146,3.203
11957,1.588
177285,33.019
185673,3.728
65122,0.0
106918,49.997
171119,38.827
176648,23.852
192517,50.0
183990,22.194
187785,33.607
126457,27.668
190634,10.952
100491,40.756
55028,0.0
151717,15.391
50006,0.0
34543,4.125
117937,18.044
111582,3.183
100542,5.854
123178,1.622
108820,2.003
126759,12.85
94498,0.0
84490,0.0
185971,39.147
54048,0.0
121424,3.019
77266,0.0
98950,0.0
149468,38.1
184945,49.955
155641,22.222
106888,0.816
95294,0.0
108018,27.146
58126,0.0
69645,0.0
11019,8.675
41555,18.036
133139,25.406
43684,20.819
76861,0.0
97351,0.0
76711,0.0
159864,5.723
152936,11.614
67141,0.0
152921,49.981
15102,5.707
146960,29.783
167399,48.842
71140,0.0
20615,9.35
90253,0.0
38516,6.933
105496,7.568
56363,0.0
140162,15.736
